"time"	"flux_1GHz"
"179"	920326678.568	47.3364562988281
"180"	920326688.568	47.3364562988281
"181"	920326698.568	47.7036552429199
"182"	920326708.568	49.6620635986328
"183"	920326718.568	48.070858001709
"184"	920326728.568	48.927661895752
"185"	920326738.568	48.1932563781738
"186"	920326748.568	49.4172630310059
"187"	920326758.568	48.682861328125
"188"	920326768.568	48.5604591369629
"189"	920326778.568	49.1724624633789
"190"	920326788.568	49.1724624633789
"191"	920326798.568	49.2948608398438
"192"	920326808.568	48.927661895752
"193"	920326818.568	49.0500602722168
"194"	920326828.568	49.7844619750977
"195"	920326838.568	48.5604591369629
"196"	920326848.568	49.2948608398438
"197"	920326858.568	49.7844619750977
"198"	920326868.568	48.682861328125
"199"	920326878.568	48.3156585693359
"200"	920326888.568	48.927661895752
"201"	920326898.568	47.9484558105469
"202"	920326908.568	48.070858001709
"203"	920326918.568	47.826057434082
"204"	920326928.568	47.5812568664551
"205"	920326938.568	48.070858001709
"206"	920326948.568	47.0916557312012
"207"	920326958.568	46.9692535400391
"208"	920326968.568	46.4796524047852
"209"	920326978.568	46.3572540283203
"210"	920326988.568	46.2348518371582
"211"	920326998.568	46.3572540283203
"212"	920327008.568	44.7660484313965
"213"	920327018.568	45.1332473754883
"214"	920327028.568	45.7452507019043
"215"	920327038.568	45.1332473754883
"216"	920327048.568	44.7660484313965
"217"	920327058.568	44.6436462402344
"218"	920327068.568	44.5212478637695
"219"	920327078.568	44.3988456726074
"220"	920327088.568	43.7868423461914
"221"	920327098.568	43.9092445373535
"222"	920327108.568	44.6436462402344
"223"	920327118.568	44.2764472961426
"224"	920327128.568	43.7868423461914
"225"	920327138.568	43.7868423461914
"226"	920327148.568	42.9300422668457
"227"	920327158.568	43.1748428344727
"228"	920327168.568	43.5420417785645
"229"	920327178.568	43.1748428344727
"230"	920327188.568	43.5420417785645
"231"	920327198.568	43.5420417785645
"232"	920327208.568	43.1748428344727
"233"	920327218.568	43.6644439697266
"234"	920327228.568	42.9300422668457
"235"	920327238.568	43.6644439697266
"236"	920327248.568	43.2972412109375
"237"	920327258.568	42.3180389404297
"238"	920327268.568	43.2972412109375
"239"	920327278.568	42.5628395080566
"240"	920327288.568	43.2972412109375
"241"	920327298.568	43.0524406433105
"242"	920327308.568	43.2972412109375
"243"	920327318.568	43.7868423461914
"244"	920327328.568	43.0524406433105
"245"	920327338.568	43.4196434020996
"246"	920327348.568	42.8076400756836
"247"	920327358.568	43.2972412109375
"248"	920327368.568	43.0524406433105
"249"	920327378.568	43.0524406433105
"250"	920327388.568	43.5420417785645
"251"	920327398.568	43.4196434020996
"252"	920327408.568	43.9092445373535
"253"	920327418.568	44.0316429138184
"254"	920327428.568	44.2764472961426
"255"	920327438.568	44.6436462402344
"256"	920327448.568	43.7868423461914
"257"	920327458.568	44.8884468078613
"258"	920327468.568	45.0108489990234
"259"	920327478.568	44.7660484313965
"260"	920327488.568	44.5212478637695
"261"	920327498.568	45.2556495666504
"262"	920327508.568	44.8884468078613
"263"	920327518.568	44.1540451049805
"264"	920327528.568	44.8884468078613
"265"	920327538.568	45.2556495666504
"266"	920327548.568	45.1332473754883
"267"	920327558.568	46.7244529724121
"268"	920327568.568	46.6020545959473
"269"	920327578.568	45.6228485107422
"270"	920327588.568	45.7452507019043
"271"	920327598.568	46.2348518371582
"272"	920327608.568	45.8676490783691
"273"	920327618.568	46.6020545959473
"274"	920327628.568	45.6228485107422
"275"	920327638.568	47.3364562988281
"276"	920327648.568	46.3572540283203
"277"	920327658.568	46.4796524047852
"278"	920327668.568	46.3572540283203
"279"	920327678.568	47.214054107666
"280"	920327688.568	46.6020545959473
"281"	920327698.568	46.9692535400391
"282"	920327708.568	46.6020545959473
"283"	920327718.568	46.2348518371582
"284"	920327728.568	46.4796524047852
"285"	920327738.568	46.2348518371582
"286"	920327748.568	47.0916557312012
"287"	920327758.568	46.9692535400391
"288"	920327768.568	47.214054107666
"289"	920327778.568	45.6228485107422
"290"	920327788.568	45.8676490783691
"291"	920327798.568	46.6020545959473
"292"	920327808.568	45.6228485107422
"293"	920327818.568	47.0916557312012
"294"	920327828.568	46.4796524047852
"295"	920327838.568	46.1124496459961
"296"	920327848.568	45.9900512695312
"297"	920327858.568	46.4796524047852
"298"	920327868.568	45.1332473754883
"299"	920327878.568	46.2348518371582
"300"	920327888.568	45.7452507019043
"301"	920327898.568	45.6228485107422
"302"	920327908.568	45.0108489990234
"303"	920327918.568	44.5212478637695
"304"	920327928.568	45.0108489990234
"305"	920327938.568	45.5004501342773
"306"	920327948.568	45.3780479431152
"307"	920327958.568	45.2556495666504
"308"	920327968.568	45.0108489990234
"309"	920327978.568	45.7452507019043
"310"	920327988.568	44.3988456726074
"311"	920327998.568	44.2764472961426
"312"	920328008.568	43.6644439697266
"313"	920328018.568	44.1540451049805
"314"	920328028.568	44.6436462402344
"315"	920328038.568	44.7660484313965
"316"	920328048.568	45.0108489990234
"317"	920328058.568	44.8884468078613
"318"	920328068.568	44.6436462402344
"319"	920328078.568	44.6436462402344
"320"	920328088.568	44.7660484313965
"321"	920328098.568	44.0316429138184
"322"	920328108.568	45.1332473754883
"323"	920328118.568	44.7660484313965
"324"	920328128.568	45.3780479431152
"325"	920328138.568	44.3988456726074
"326"	920328148.568	44.5212478637695
"327"	920328158.568	43.7868423461914
"328"	920328168.568	44.7660484313965
"329"	920328178.568	44.5212478637695
"330"	920328188.568	45.5004501342773
"331"	920328198.568	44.2764472961426
"332"	920328208.568	44.8884468078613
"333"	920328218.568	44.7660484313965
"334"	920328228.568	44.7660484313965
"335"	920328238.568	45.2556495666504
"336"	920328248.568	45.2556495666504
"337"	920328258.568	46.1124496459961
"338"	920328268.568	45.3780479431152
"339"	920328278.568	45.2556495666504
"340"	920328288.568	45.5004501342773
"341"	920328298.568	45.0108489990234
"342"	920328308.568	45.3780479431152
"343"	920328318.568	44.7660484313965
"344"	920328328.568	45.6228485107422
"345"	920328338.568	44.1540451049805
"346"	920328348.568	44.5212478637695
"347"	920328358.568	44.7660484313965
"348"	920328368.568	45.2556495666504
"349"	920328378.568	44.2764472961426
"350"	920328388.568	44.7660484313965
"351"	920328398.568	43.2972412109375
"352"	920328408.568	43.9092445373535
"353"	920328418.568	44.3988456726074
"354"	920328428.568	44.2764472961426
"355"	920328438.568	44.0316429138184
"356"	920328448.568	43.6644439697266
"357"	920328458.568	44.3988456726074
"358"	920328468.568	44.0316429138184
"359"	920328478.568	44.1540451049805
"360"	920328488.568	43.9092445373535
"361"	920328498.568	45.1332473754883
"362"	920328508.568	44.0316429138184
"363"	920328518.568	43.9092445373535
"364"	920328528.568	44.0316429138184
"365"	920328538.56	44.8884468078613
"366"	920328548.56	44.0316429138184
"367"	920328558.56	43.9092445373535
"368"	920328568.56	43.9092445373535
"369"	920328578.56	44.6436462402344
"370"	920328588.56	44.3988456726074
"371"	920328598.56	44.2764472961426
"372"	920328608.56	45.1332473754883
"373"	920328618.56	45.1332473754883
"374"	920328628.56	44.6436462402344
"375"	920328638.56	44.1540451049805
"376"	920328648.56	44.6436462402344
"377"	920328658.56	45.3780479431152
"378"	920328668.56	45.7452507019043
"379"	920328678.56	44.3988456726074
"380"	920328688.56	44.8884468078613
"381"	920328698.56	44.5212478637695
"382"	920328708.56	45.8676490783691
"383"	920328718.56	45.9900512695312
"384"	920328728.56	46.2348518371582
"385"	920328738.56	44.6436462402344
"386"	920328748.56	45.1332473754883
"387"	920328758.56	44.8884468078613
"388"	920328768.56	44.7660484313965
"389"	920328778.56	44.3988456726074
"390"	920328788.56	45.3780479431152
"391"	920328798.56	44.7660484313965
"392"	920328808.56	44.7660484313965
"393"	920328818.56	45.0108489990234
"394"	920328828.56	44.8884468078613
"395"	920328838.56	44.6436462402344
"396"	920328848.56	44.2764472961426
"397"	920328858.56	45.2556495666504
"398"	920328868.56	45.1332473754883
"399"	920328878.56	45.6228485107422
"400"	920328888.56	45.1332473754883
"401"	920328898.56	45.6228485107422
"402"	920328908.56	45.5004501342773
"403"	920328918.56	45.6228485107422
"404"	920328928.56	45.1332473754883
"405"	920328938.56	45.6228485107422
"406"	920328948.56	45.0108489990234
"407"	920328958.56	45.9900512695312
"408"	920328968.56	45.3780479431152
"409"	920328978.56	45.2556495666504
"410"	920328988.56	46.4796524047852
"411"	920328998.56	46.1124496459961
"412"	920329008.56	46.1124496459961
"413"	920329018.56	45.3780479431152
"414"	920329028.56	45.0108489990234
"415"	920329038.56	46.3572540283203
"416"	920329048.56	45.6228485107422
"417"	920329058.56	45.6228485107422
"418"	920329068.56	45.5004501342773
"419"	920329078.56	45.7452507019043
"420"	920329088.56	45.3780479431152
"421"	920329098.56	45.6228485107422
"422"	920329108.56	44.8884468078613
"423"	920329118.56	44.8884468078613
"424"	920329128.56	45.6228485107422
"425"	920329138.56	45.5004501342773
"426"	920329148.56	44.8884468078613
"427"	920329158.56	45.7452507019043
"428"	920329168.56	45.7452507019043
"429"	920329178.56	45.6228485107422
"430"	920329188.56	44.2764472961426
"431"	920329198.56	45.3780479431152
"432"	920329208.56	45.0108489990234
"433"	920329218.56	44.3988456726074
"434"	920329228.56	45.0108489990234
"435"	920329238.56	44.1540451049805
"436"	920329248.56	44.5212478637695
"437"	920329258.56	44.1540451049805
"438"	920329268.56	45.1332473754883
"439"	920329278.56	45.1332473754883
"440"	920329288.56	44.8884468078613
"441"	920329298.56	44.7660484313965
"442"	920329308.56	44.1540451049805
"443"	920329318.56	43.5420417785645
"444"	920329328.56	44.2764472961426
"445"	920329338.56	45.3780479431152
"446"	920329348.56	44.6436462402344
"447"	920329358.56	45.0108489990234
"448"	920329368.56	45.2556495666504
"449"	920329378.56	44.1540451049805
"450"	920329388.56	44.0316429138184
"451"	920329398.56	44.3988456726074
"452"	920329408.56	43.9092445373535
"453"	920329418.56	45.0108489990234
"454"	920329428.56	44.6436462402344
"455"	920329438.56	44.1540451049805
"456"	920329448.56	43.5420417785645
"457"	920329458.56	45.0108489990234
"458"	920329468.56	43.6644439697266
"459"	920329478.56	43.6644439697266
"460"	920329488.56	45.1332473754883
"461"	920329498.56	44.5212478637695
"462"	920329508.56	44.3988456726074
"463"	920329518.56	44.2764472961426
"464"	920329528.56	44.7660484313965
"465"	920329538.56	44.8884468078613
"466"	920329548.56	45.3780479431152
"467"	920329558.56	45.6228485107422
"468"	920329568.56	44.8884468078613
"469"	920329578.56	45.7452507019043
"470"	920329588.56	44.8884468078613
"471"	920329598.56	44.7660484313965
"472"	920329608.56	44.1540451049805
"473"	920329618.56	44.7660484313965
"474"	920329628.56	45.2556495666504
"475"	920329638.56	44.5212478637695
"476"	920329648.56	44.7660484313965
"477"	920329658.56	44.6436462402344
"478"	920329668.56	44.1540451049805
"479"	920329678.56	45.5004501342773
"480"	920329688.56	45.0108489990234
"481"	920329698.56	45.0108489990234
"482"	920329708.56	45.2556495666504
"483"	920329718.56	44.5212478637695
"484"	920329728.56	45.6228485107422
"485"	920329738.56	45.2556495666504
"486"	920329748.56	45.2556495666504
"487"	920329758.56	44.7660484313965
"488"	920329768.56	45.3780479431152
"489"	920329778.56	45.2556495666504
"490"	920329788.56	45.6228485107422
"491"	920329798.56	45.7452507019043
"492"	920329808.56	46.1124496459961
"493"	920329818.56	45.9900512695312
"494"	920329828.56	45.7452507019043
"495"	920329838.56	45.5004501342773
"496"	920329848.56	44.7660484313965
"497"	920329858.56	45.5004501342773
"498"	920329868.56	45.3780479431152
"499"	920329878.56	44.7660484313965
"500"	920329888.56	45.5004501342773
"501"	920329898.56	45.3780479431152
"502"	920329908.56	45.1332473754883
"503"	920329918.56	45.7452507019043
"504"	920329928.56	45.3780479431152
"505"	920329938.56	45.1332473754883
"506"	920329948.56	45.5004501342773
"507"	920329958.56	45.3780479431152
"508"	920329968.56	45.8676490783691
"509"	920329978.56	45.1332473754883
"510"	920329988.56	44.8884468078613
"511"	920329998.56	45.2556495666504
"512"	920330008.56	45.1332473754883
"513"	920330018.56	45.0108489990234
"514"	920330028.56	44.8884468078613
"515"	920330038.56	45.3780479431152
"516"	920330048.56	44.6436462402344
"517"	920330058.56	44.5212478637695
"518"	920330068.56	44.7660484313965
"519"	920330078.56	45.6228485107422
"520"	920330088.56	45.0108489990234
"521"	920330098.56	45.0108489990234
"522"	920330108.56	45.5004501342773
"523"	920330118.56	45.5004501342773
"524"	920330128.56	45.8676490783691
"525"	920330138.56	45.2556495666504
"526"	920330148.56	44.8884468078613
"527"	920330158.56	46.6020545959473
"528"	920330168.56	45.1332473754883
"529"	920330178.56	45.2556495666504
"530"	920330188.56	45.2556495666504
"531"	920330198.56	44.8884468078613
"532"	920330208.56	44.7660484313965
"533"	920330218.56	45.0108489990234
"534"	920330228.56	44.7660484313965
"535"	920330238.56	44.1540451049805
"536"	920330248.56	44.3988456726074
"537"	920330258.56	44.2764472961426
"538"	920330268.56	44.3988456726074
"539"	920330278.56	44.6436462402344
"540"	920330288.56	44.2764472961426
"541"	920330298.56	45.5004501342773
"542"	920330308.56	44.6436462402344
"543"	920330318.56	44.5212478637695
"544"	920330328.56	44.6436462402344
"545"	920330338.56	45.1332473754883
"546"	920330348.56	44.5212478637695
"547"	920330358.56	44.2764472961426
"548"	920330368.56	44.6436462402344
"549"	920330378.56	44.1540451049805
"550"	920330388.56	44.1540451049805
"551"	920330398.56	43.9092445373535
"552"	920330408.56	44.0316429138184
"553"	920330418.56	44.6436462402344
"554"	920330428.56	43.6644439697266
"555"	920330438.56	44.8884468078613
"556"	920330448.56	43.9092445373535
"557"	920330458.56	43.7868423461914
"558"	920330468.56	43.9092445373535
"559"	920330478.56	44.1540451049805
"560"	920330488.56	44.5212478637695
"561"	920330498.56	43.7868423461914
"562"	920330508.56	44.2764472961426
"563"	920330518.56	44.3988456726074
"564"	920330528.56	43.9092445373535
"565"	920330538.56	44.0316429138184
"566"	920330548.56	43.6644439697266
"567"	920330558.56	44.3988456726074
"568"	920330568.56	44.1540451049805
"569"	920330578.56	44.2764472961426
"570"	920330588.56	43.9092445373535
"571"	920330598.56	43.4196434020996
"572"	920330608.56	44.3988456726074
"573"	920330618.56	44.0316429138184
"574"	920330628.56	44.3988456726074
"575"	920330638.56	44.3988456726074
"576"	920330648.56	44.1540451049805
"577"	920330658.56	44.3988456726074
"578"	920330668.56	44.7660484313965
"579"	920330678.56	43.7868423461914
"580"	920330688.56	44.2764472961426
"581"	920330698.56	44.7660484313965
"582"	920330708.56	44.8884468078613
"583"	920330718.56	44.1540451049805
"584"	920330728.56	44.6436462402344
"585"	920330738.56	44.6436462402344
"586"	920330748.56	44.6436462402344
"587"	920330758.56	44.7660484313965
"588"	920330768.56	45.3780479431152
"589"	920330778.56	44.7660484313965
"590"	920330788.56	44.5212478637695
"591"	920330798.56	45.3780479431152
"592"	920330808.56	44.7660484313965
"593"	920330818.56	44.6436462402344
"594"	920330828.56	44.2764472961426
"595"	920330838.56	44.8884468078613
"596"	920330848.56	44.3988456726074
"597"	920330858.56	45.1332473754883
"598"	920330868.56	45.3780479431152
"599"	920330878.56	45.6228485107422
"600"	920330888.56	45.1332473754883
"601"	920330898.56	44.7660484313965
"602"	920330908.56	44.7660484313965
"603"	920330918.56	45.5004501342773
"604"	920330928.56	44.6436462402344
"605"	920330938.56	44.7660484313965
"606"	920330948.56	45.1332473754883
"607"	920330958.56	45.3780479431152
"608"	920330968.56	45.2556495666504
"609"	920330978.56	45.6228485107422
"610"	920330988.56	45.3780479431152
"611"	920330998.56	44.8884468078613
"612"	920331116.664	44.6436462402344
"613"	920331126.664	45.2556495666504
"614"	920331136.664	45.0108489990234
"615"	920331146.664	45.5004501342773
"616"	920331156.664	45.9900512695312
"617"	920331166.664	45.1332473754883
"618"	920331176.664	45.1332473754883
"619"	920331186.664	45.1332473754883
"620"	920331196.664	44.6436462402344
"621"	920331206.664	45.2556495666504
"622"	920331216.664	45.5004501342773
"623"	920331226.664	44.1540451049805
"624"	920331236.664	45.0108489990234
"625"	920331246.664	45.2556495666504
"626"	920331256.664	44.5212478637695
"627"	920331266.664	44.2764472961426
"628"	920331276.664	44.7660484313965
"629"	920331286.664	45.3780479431152
"630"	920331296.664	44.2764472961426
"631"	920331306.664	44.0316429138184
"632"	920331316.664	45.2556495666504
"633"	920331326.664	44.7660484313965
"634"	920331336.664	44.2764472961426
"635"	920331346.664	45.1332473754883
"636"	920331356.664	44.0316429138184
"637"	920331366.664	43.7868423461914
"638"	920331376.664	44.5212478637695
"639"	920331386.664	44.1540451049805
"640"	920331396.664	43.9092445373535
"641"	920331406.664	43.7868423461914
"642"	920331416.664	44.3988456726074
"643"	920331426.664	43.9092445373535
"644"	920331436.664	44.2764472961426
"645"	920331446.664	44.6436462402344
"646"	920331456.664	44.3988456726074
"647"	920331466.664	44.6436462402344
"648"	920331476.664	44.1540451049805
"649"	920331486.664	44.2764472961426
"650"	920331496.664	43.1748428344727
"651"	920331506.664	44.0316429138184
"652"	920331516.664	43.9092445373535
"653"	920331526.664	44.2764472961426
"654"	920331536.664	43.6644439697266
"655"	920331546.664	44.1540451049805
"656"	920331556.664	44.2764472961426
"657"	920331566.664	44.1540451049805
"658"	920331576.664	44.1540451049805
"659"	920331586.664	44.3988456726074
"660"	920331596.664	44.3988456726074
"661"	920331606.664	46.2348518371582
"662"	920331616.664	44.2764472961426
"663"	920331626.664	44.5212478637695
"664"	920331636.664	44.2764472961426
"665"	920331646.664	43.9092445373535
"666"	920331656.664	44.3988456726074
"667"	920331666.664	44.2764472961426
"668"	920331676.664	43.2972412109375
"669"	920331686.664	44.1540451049805
"670"	920331696.664	44.7660484313965
"671"	920331706.664	44.2764472961426
"672"	920331716.664	44.6436462402344
"673"	920331726.664	44.1540451049805
"674"	920331736.664	44.6436462402344
"675"	920331746.664	44.5212478637695
"676"	920331756.664	45.1332473754883
"677"	920331766.664	44.6436462402344
"678"	920331776.664	43.5420417785645
"679"	920331786.664	43.6644439697266
"680"	920331796.656	44.0316429138184
"681"	920331806.656	44.3988456726074
"682"	920331816.656	44.8884468078613
"683"	920331826.656	44.3988456726074
"684"	920331836.656	44.1540451049805
"685"	920331846.656	44.3988456726074
"686"	920331856.656	44.5212478637695
"687"	920331866.656	45.1332473754883
"688"	920331876.656	45.0108489990234
"689"	920331886.656	44.5212478637695
"690"	920331896.656	44.3988456726074
"691"	920331906.656	44.3988456726074
"692"	920331916.656	44.6436462402344
"693"	920331926.656	44.7660484313965
"694"	920331936.656	45.2556495666504
"695"	920331946.656	45.0108489990234
"696"	920331956.656	44.3988456726074
"697"	920331966.656	44.8884468078613
"698"	920331976.656	45.3780479431152
"699"	920331986.656	45.0108489990234
"700"	920331996.656	44.2764472961426
"701"	920332006.656	44.7660484313965
"702"	920332016.656	44.6436462402344
"703"	920332026.656	45.1332473754883
"704"	920332036.656	44.5212478637695
"705"	920332046.656	44.3988456726074
"706"	920332056.656	44.3988456726074
"707"	920332066.656	44.3988456726074
"708"	920332076.656	44.7660484313965
"709"	920332086.656	45.0108489990234
"710"	920332096.656	44.3988456726074
"711"	920332106.656	44.3988456726074
"712"	920332116.656	44.1540451049805
"713"	920332126.656	44.1540451049805
"714"	920332136.656	44.1540451049805
"715"	920332146.656	44.3988456726074
"716"	920332156.656	44.6436462402344
"717"	920332166.656	44.3988456726074
"718"	920332176.656	46.4796524047852
"719"	920332186.656	44.7660484313965
"720"	920332196.656	45.0108489990234
"721"	920332206.656	44.0316429138184
"722"	920332216.656	44.8884468078613
"723"	920332226.656	45.1332473754883
"724"	920332236.656	44.6436462402344
"725"	920332246.656	43.6644439697266
"726"	920332256.656	44.8884468078613
"727"	920332266.656	44.0316429138184
"728"	920332276.656	45.1332473754883
"729"	920332286.656	44.3988456726074
"730"	920332296.656	44.2764472961426
"731"	920332306.656	44.6436462402344
"732"	920332316.656	44.3988456726074
"733"	920332326.656	44.5212478637695
"734"	920332336.656	43.5420417785645
"735"	920332346.656	44.6436462402344
"736"	920332356.656	44.3988456726074
"737"	920332366.656	44.5212478637695
"738"	920332376.656	44.6436462402344
"739"	920332386.656	44.6436462402344
"740"	920332396.656	44.8884468078613
"741"	920332406.656	44.0316429138184
"742"	920332416.656	44.3988456726074
"743"	920332426.656	45.7452507019043
"744"	920332436.656	45.5004501342773
"745"	920332446.656	45.1332473754883
"746"	920332456.656	45.3780479431152
"747"	920332466.656	44.7660484313965
"748"	920332476.656	45.6228485107422
"749"	920332486.656	43.9092445373535
"750"	920332496.656	44.7660484313965
"751"	920332506.656	44.8884468078613
"752"	920332516.656	45.3780479431152
"753"	920332526.656	44.1540451049805
"754"	920332536.656	44.7660484313965
"755"	920332546.656	44.6436462402344
"756"	920332556.656	44.8884468078613
"757"	920332566.656	44.1540451049805
"758"	920332576.656	44.7660484313965
"759"	920332586.656	44.7660484313965
"760"	920332596.656	45.2556495666504
"761"	920332606.656	44.3988456726074
"762"	920332616.656	44.1540451049805
"763"	920332626.656	44.0316429138184
"764"	920332636.656	44.2764472961426
"765"	920332646.656	43.9092445373535
"766"	920332656.656	44.3988456726074
"767"	920332666.656	44.1540451049805
"768"	920332676.656	44.3988456726074
"769"	920332686.656	44.7660484313965
"770"	920332696.656	44.1540451049805
"771"	920332706.656	44.3988456726074
"772"	920332716.656	43.7868423461914
"773"	920332726.656	44.3988456726074
"774"	920332736.656	44.6436462402344
"775"	920332746.656	44.2764472961426
"776"	920332756.656	44.5212478637695
"777"	920332766.656	45.1332473754883
